DISCOUNT_ITEM_ID|DISCOUNT_ITEM_TYPE|DISCOUNT_ITEM_VALUE|CONDITION_ID
1834795|1|HPN;R  ;1K111Q   ;*;*;*;*;R;*;*;|134984
1834796|1|HPN;R  ;1K112Q   ;*;*;*;*;R;*;*;|134984
1834797|1|HPN;R  ;1K116Q   ;*;*;*;*;R;*;*;|134984
1834798|1|HPN;R  ;1K114Q   ;*;*;*;*;R;*;*;|134984
1834799|1|HPN;R  ;1K115Q   ;*;*;*;*;R;*;*;|134984
1834800|1|HPN;R  ;1K113Q   ;*;*;*;*;R;*;*;|134984
1834789|1|HPN;R  ;1K111Q   ;*;*;*;*;R;*;*;|134984
1834790|1|HPN;R  ;1K112Q   ;*;*;*;*;R;*;*;|134984
1834791|1|HPN;R  ;1K113Q   ;*;*;*;*;R;*;*;|134984
1834792|1|HPN;R  ;1K114Q   ;*;*;*;*;R;*;*;|134984
1834793|1|HPN;R  ;1K115Q   ;*;*;*;*;R;*;*;|134984
1834794|1|HPN;R  ;1K116Q   ;*;*;*;*;R;*;*;|134984
1834813|1|HPN;R  ;1K111Q   ;*;*;*;*;R;*;*;|134984
1834814|1|HPN;R  ;1K112Q   ;*;*;*;*;R;*;*;|134984
1834815|1|HPN;R  ;1K116Q   ;*;*;*;*;R;*;*;|134984
1834816|1|HPN;R  ;1K114Q   ;*;*;*;*;R;*;*;|134984
1834817|1|HPN;R  ;1K115Q   ;*;*;*;*;R;*;*;|134984
1834818|1|HPN;R  ;1K113Q   ;*;*;*;*;R;*;*;|134984
1834819|1|HPN;R  ;1K111Q   ;*;*;*;*;R;*;*;|134984
1834820|1|HPN;R  ;1K112Q   ;*;*;*;*;R;*;*;|134984
1834821|1|HPN;R  ;1K113Q   ;*;*;*;*;R;*;*;|134984
1834822|1|HPN;R  ;1K114Q   ;*;*;*;*;R;*;*;|134984
1834823|1|HPN;R  ;1K115Q   ;*;*;*;*;R;*;*;|134984
1834824|1|HPN;R  ;1K116Q   ;*;*;*;*;R;*;*;|134984
1834827|1|HPN;R  ;1K116O   ;*;*;*;*;R;*;*;|134984
1834828|1|HPN;R  ;1K115O   ;*;*;*;*;R;*;*;|134984
1835811|1|HPN;R  ;1LRA1    ;*;*;*;*;R;*;*;|134984
1835812|1|HPN;R  ;1LRHCG2  ;*;*;*;*;R;*;*;|134984
1835813|1|HPN;R  ;1LRB1    ;*;*;*;*;R;*;*;|134984
1835814|1|HPN;R  ;1LRB2    ;*;*;*;*;R;*;*;|134984
1835815|1|HPN;R  ;1LRB3    ;*;*;*;*;R;*;*;|134984
1835816|1|HPN;R  ;1LRC1    ;*;*;*;*;R;*;*;|134984
1835817|1|HPN;R  ;1LRC2A   ;*;*;*;*;R;*;*;|134984
1835818|1|HPN;R  ;1LRC2B   ;*;*;*;*;R;*;*;|134984
1835819|1|HPN;R  ;1LRD1    ;*;*;*;*;R;*;*;|134984
1835820|1|HPN;R  ;1LRD2A   ;*;*;*;*;R;*;*;|134984
1835821|1|HPN;R  ;1LRD2B   ;*;*;*;*;R;*;*;|134984
1835822|1|HPN;R  ;1LRD2C   ;*;*;*;*;R;*;*;|134984
1835823|1|HPN;R  ;1LRE1    ;*;*;*;*;R;*;*;|134984
1835824|1|HPN;R  ;1LRE2    ;*;*;*;*;R;*;*;|134984
1835825|1|HPN;R  ;1LRE3    ;*;*;*;*;R;*;*;|134984
1835826|1|HPN;R  ;1LRE4    ;*;*;*;*;R;*;*;|134984
1835827|1|HPN;R  ;1LRF1    ;*;*;*;*;R;*;*;|134984
1835828|1|HPN;R  ;1LRF2    ;*;*;*;*;R;*;*;|134984
1835829|1|HPN;R  ;1LRF3    ;*;*;*;*;R;*;*;|134984
1835830|1|HPN;R  ;1LRF4    ;*;*;*;*;R;*;*;|134984
1835831|1|HPN;R  ;1LRF5    ;*;*;*;*;R;*;*;|134984
1835832|1|HPN;R  ;1LRF6    ;*;*;*;*;R;*;*;|134984
1835833|1|HPN;R  ;1LRF7    ;*;*;*;*;R;*;*;|134984
1835834|1|HPN;R  ;1LRFBA1  ;*;*;*;*;R;*;*;|134984
1835835|1|HPN;R  ;1LRFBA2  ;*;*;*;*;R;*;*;|134984
1835836|1|HPN;R  ;1LRFBB1  ;*;*;*;*;R;*;*;|134984
1835837|1|HPN;R  ;1LRFBB2  ;*;*;*;*;R;*;*;|134984
1835838|1|HPN;R  ;1LRFBB3  ;*;*;*;*;R;*;*;|134984
1835839|1|HPN;R  ;1LRFBC1  ;*;*;*;*;R;*;*;|134984
1835840|1|HPN;R  ;1LRFBC2A ;*;*;*;*;R;*;*;|134984
1835841|1|HPN;R  ;1LRFBC2B ;*;*;*;*;R;*;*;|134984
1835842|1|HPN;R  ;1LRFBD1  ;*;*;*;*;R;*;*;|134984
1835843|1|HPN;R  ;1LRFBD2A ;*;*;*;*;R;*;*;|134984
1835844|1|HPN;R  ;1LRFBD2B ;*;*;*;*;R;*;*;|134984
1835845|1|HPN;R  ;1LRFBD2C ;*;*;*;*;R;*;*;|134984
1835846|1|HPN;R  ;1LRFCA1  ;*;*;*;*;R;*;*;|134984
1835847|1|HPN;R  ;1LRFCA2  ;*;*;*;*;R;*;*;|134984
1835848|1|HPN;R  ;1LRFCB1  ;*;*;*;*;R;*;*;|134984
1835849|1|HPN;R  ;1LRFCB2  ;*;*;*;*;R;*;*;|134984
1835850|1|HPN;R  ;1LRFCB3  ;*;*;*;*;R;*;*;|134984
1835851|1|HPN;R  ;1LRFCC1  ;*;*;*;*;R;*;*;|134984
1835852|1|HPN;R  ;1LRFCC2A ;*;*;*;*;R;*;*;|134984
1835853|1|HPN;R  ;1LRFCC2B ;*;*;*;*;R;*;*;|134984
1835854|1|HPN;R  ;1LRFCD1  ;*;*;*;*;R;*;*;|134984
1835855|1|HPN;R  ;1LRFCD2A ;*;*;*;*;R;*;*;|134984
1835856|1|HPN;R  ;1LRFCD2B ;*;*;*;*;R;*;*;|134984
1835857|1|HPN;R  ;1LRFCD2C ;*;*;*;*;R;*;*;|134984
1835858|1|HPN;R  ;1LRG1    ;*;*;*;*;R;*;*;|134984
1835859|1|HPN;R  ;1LRG2    ;*;*;*;*;R;*;*;|134984
1835860|1|HPN;R  ;1LRHCE1  ;*;*;*;*;R;*;*;|134984
1835861|1|HPN;R  ;1LRHCE2  ;*;*;*;*;R;*;*;|134984
1835862|1|HPN;R  ;1LRHCE3  ;*;*;*;*;R;*;*;|134984
1835863|1|HPN;R  ;1LRHCE4  ;*;*;*;*;R;*;*;|134984
1835864|1|HPN;R  ;1LRHCF1  ;*;*;*;*;R;*;*;|134984
1835865|1|HPN;R  ;1LRHCF2  ;*;*;*;*;R;*;*;|134984
1835866|1|HPN;R  ;1LRHCF3  ;*;*;*;*;R;*;*;|134984
1835867|1|HPN;R  ;1LRHCF4  ;*;*;*;*;R;*;*;|134984
1835868|1|HPN;R  ;1LRHCF5  ;*;*;*;*;R;*;*;|134984
1835869|1|HPN;R  ;1LRHCF6  ;*;*;*;*;R;*;*;|134984
1835870|1|HPN;R  ;1LRHCF7  ;*;*;*;*;R;*;*;|134984
1835871|1|HPN;R  ;1LRHCG1  ;*;*;*;*;R;*;*;|134984
1835872|1|HPN;R  ;1LRA2    ;*;*;*;*;R;*;*;|134984
1835749|1|HPN;R  ;1LRA1    ;*;*;*;*;R;*;*;|134984
1835750|1|HPN;R  ;1LRHCG2  ;*;*;*;*;R;*;*;|134984
1835751|1|HPN;R  ;1LRB1    ;*;*;*;*;R;*;*;|134984
1835752|1|HPN;R  ;1LRB2    ;*;*;*;*;R;*;*;|134984
1835753|1|HPN;R  ;1LRB3    ;*;*;*;*;R;*;*;|134984
1835754|1|HPN;R  ;1LRC1    ;*;*;*;*;R;*;*;|134984
1835755|1|HPN;R  ;1LRC2A   ;*;*;*;*;R;*;*;|134984
1835756|1|HPN;R  ;1LRC2B   ;*;*;*;*;R;*;*;|134984
1835757|1|HPN;R  ;1LRD1    ;*;*;*;*;R;*;*;|134984
1835758|1|HPN;R  ;1LRD2A   ;*;*;*;*;R;*;*;|134984
1835759|1|HPN;R  ;1LRD2B   ;*;*;*;*;R;*;*;|134984
1835760|1|HPN;R  ;1LRD2C   ;*;*;*;*;R;*;*;|134984
1835761|1|HPN;R  ;1LRE1    ;*;*;*;*;R;*;*;|134984
1835762|1|HPN;R  ;1LRE2    ;*;*;*;*;R;*;*;|134984
1835763|1|HPN;R  ;1LRE3    ;*;*;*;*;R;*;*;|134984
1835764|1|HPN;R  ;1LRE4    ;*;*;*;*;R;*;*;|134984
1835765|1|HPN;R  ;1LRF1    ;*;*;*;*;R;*;*;|134984
1835766|1|HPN;R  ;1LRF2    ;*;*;*;*;R;*;*;|134984
1835767|1|HPN;R  ;1LRF3    ;*;*;*;*;R;*;*;|134984
1835768|1|HPN;R  ;1LRF4    ;*;*;*;*;R;*;*;|134984
1835769|1|HPN;R  ;1LRF5    ;*;*;*;*;R;*;*;|134984
1835770|1|HPN;R  ;1LRF6    ;*;*;*;*;R;*;*;|134984
1835771|1|HPN;R  ;1LRF7    ;*;*;*;*;R;*;*;|134984
1835772|1|HPN;R  ;1LRFBA1  ;*;*;*;*;R;*;*;|134984
1835773|1|HPN;R  ;1LRFBA2  ;*;*;*;*;R;*;*;|134984
1835774|1|HPN;R  ;1LRFBB1  ;*;*;*;*;R;*;*;|134984
1835775|1|HPN;R  ;1LRFBB2  ;*;*;*;*;R;*;*;|134984
1835776|1|HPN;R  ;1LRFBB3  ;*;*;*;*;R;*;*;|134984
1835777|1|HPN;R  ;1LRFBC1  ;*;*;*;*;R;*;*;|134984
1835778|1|HPN;R  ;1LRFBC2A ;*;*;*;*;R;*;*;|134984
1835779|1|HPN;R  ;1LRFBC2B ;*;*;*;*;R;*;*;|134984
1835780|1|HPN;R  ;1LRFBD1  ;*;*;*;*;R;*;*;|134984
1835781|1|HPN;R  ;1LRFBD2A ;*;*;*;*;R;*;*;|134984
1835782|1|HPN;R  ;1LRFBD2B ;*;*;*;*;R;*;*;|134984
1835783|1|HPN;R  ;1LRFBD2C ;*;*;*;*;R;*;*;|134984
1835784|1|HPN;R  ;1LRFCA1  ;*;*;*;*;R;*;*;|134984
1835785|1|HPN;R  ;1LRFCA2  ;*;*;*;*;R;*;*;|134984
1835786|1|HPN;R  ;1LRFCB1  ;*;*;*;*;R;*;*;|134984
1835787|1|HPN;R  ;1LRFCB2  ;*;*;*;*;R;*;*;|134984
1835788|1|HPN;R  ;1LRFCB3  ;*;*;*;*;R;*;*;|134984
1835789|1|HPN;R  ;1LRFCC1  ;*;*;*;*;R;*;*;|134984
1835790|1|HPN;R  ;1LRFCC2A ;*;*;*;*;R;*;*;|134984
1835791|1|HPN;R  ;1LRFCC2B ;*;*;*;*;R;*;*;|134984
1835792|1|HPN;R  ;1LRFCD1  ;*;*;*;*;R;*;*;|134984
1835793|1|HPN;R  ;1LRFCD2A ;*;*;*;*;R;*;*;|134984
1835794|1|HPN;R  ;1LRFCD2B ;*;*;*;*;R;*;*;|134984
1835795|1|HPN;R  ;1LRFCD2C ;*;*;*;*;R;*;*;|134984
1835796|1|HPN;R  ;1LRG1    ;*;*;*;*;R;*;*;|134984
1835797|1|HPN;R  ;1LRG2    ;*;*;*;*;R;*;*;|134984
1835798|1|HPN;R  ;1LRHCE1  ;*;*;*;*;R;*;*;|134984
1835799|1|HPN;R  ;1LRHCE2  ;*;*;*;*;R;*;*;|134984
1835800|1|HPN;R  ;1LRHCE3  ;*;*;*;*;R;*;*;|134984
1835801|1|HPN;R  ;1LRHCE4  ;*;*;*;*;R;*;*;|134984
1835802|1|HPN;R  ;1LRHCF1  ;*;*;*;*;R;*;*;|134984
1835803|1|HPN;R  ;1LRHCF2  ;*;*;*;*;R;*;*;|134984
1835804|1|HPN;R  ;1LRHCF3  ;*;*;*;*;R;*;*;|134984
1835805|1|HPN;R  ;1LRHCF4  ;*;*;*;*;R;*;*;|134984
1835806|1|HPN;R  ;1LRHCF5  ;*;*;*;*;R;*;*;|134984
1835807|1|HPN;R  ;1LRHCF6  ;*;*;*;*;R;*;*;|134984
1835808|1|HPN;R  ;1LRHCF7  ;*;*;*;*;R;*;*;|134984
1835809|1|HPN;R  ;1LRHCG1  ;*;*;*;*;R;*;*;|134984
1835810|1|HPN;R  ;1LRA2    ;*;*;*;*;R;*;*;|134984
1835873|1|HPN;R  ;1LRHCG2  ;*;*;*;*;R;*;*;|134984
1835874|1|HPN;R  ;1LRHCG1  ;*;*;*;*;R;*;*;|134984
1835875|1|HPN;R  ;1LRA2    ;*;*;*;*;R;*;*;|134984
1835876|1|HPN;R  ;1LRB1    ;*;*;*;*;R;*;*;|134984
1835877|1|HPN;R  ;1LRB2    ;*;*;*;*;R;*;*;|134984
1835878|1|HPN;R  ;1LRB3    ;*;*;*;*;R;*;*;|134984
1835879|1|HPN;R  ;1LRC1    ;*;*;*;*;R;*;*;|134984
1835880|1|HPN;R  ;1LRC2A   ;*;*;*;*;R;*;*;|134984
1835881|1|HPN;R  ;1LRC2B   ;*;*;*;*;R;*;*;|134984
1835882|1|HPN;R  ;1LRD1    ;*;*;*;*;R;*;*;|134984
1835883|1|HPN;R  ;1LRD2A   ;*;*;*;*;R;*;*;|134984
1835884|1|HPN;R  ;1LRD2B   ;*;*;*;*;R;*;*;|134984
1835885|1|HPN;R  ;1LRD2C   ;*;*;*;*;R;*;*;|134984
1835886|1|HPN;R  ;1LRE1    ;*;*;*;*;R;*;*;|134984
1835887|1|HPN;R  ;1LRE2    ;*;*;*;*;R;*;*;|134984
1835888|1|HPN;R  ;1LRE3    ;*;*;*;*;R;*;*;|134984
1835889|1|HPN;R  ;1LRE4    ;*;*;*;*;R;*;*;|134984
1835890|1|HPN;R  ;1LRF1    ;*;*;*;*;R;*;*;|134984
1835891|1|HPN;R  ;1LRF2    ;*;*;*;*;R;*;*;|134984
1835892|1|HPN;R  ;1LRF3    ;*;*;*;*;R;*;*;|134984
1835893|1|HPN;R  ;1LRF4    ;*;*;*;*;R;*;*;|134984
1835894|1|HPN;R  ;1LRF5    ;*;*;*;*;R;*;*;|134984
1835895|1|HPN;R  ;1LRF6    ;*;*;*;*;R;*;*;|134984
1835896|1|HPN;R  ;1LRF7    ;*;*;*;*;R;*;*;|134984
1835897|1|HPN;R  ;1LRFBA1  ;*;*;*;*;R;*;*;|134984
1835898|1|HPN;R  ;1LRFBA2  ;*;*;*;*;R;*;*;|134984
1835899|1|HPN;R  ;1LRFBB1  ;*;*;*;*;R;*;*;|134984
1835900|1|HPN;R  ;1LRFBB2  ;*;*;*;*;R;*;*;|134984
1835901|1|HPN;R  ;1LRFBB3  ;*;*;*;*;R;*;*;|134984
1835902|1|HPN;R  ;1LRFBC1  ;*;*;*;*;R;*;*;|134984
1835903|1|HPN;R  ;1LRFBC2A ;*;*;*;*;R;*;*;|134984
1835904|1|HPN;R  ;1LRFBC2B ;*;*;*;*;R;*;*;|134984
1835905|1|HPN;R  ;1LRFBD1  ;*;*;*;*;R;*;*;|134984
1835906|1|HPN;R  ;1LRFBD2A ;*;*;*;*;R;*;*;|134984
1835907|1|HPN;R  ;1LRFBD2B ;*;*;*;*;R;*;*;|134984
1835908|1|HPN;R  ;1LRFBD2C ;*;*;*;*;R;*;*;|134984
1835909|1|HPN;R  ;1LRFCA1  ;*;*;*;*;R;*;*;|134984
1835910|1|HPN;R  ;1LRFCA2  ;*;*;*;*;R;*;*;|134984
1835911|1|HPN;R  ;1LRFCB1  ;*;*;*;*;R;*;*;|134984
1835912|1|HPN;R  ;1LRFCB2  ;*;*;*;*;R;*;*;|134984
1835913|1|HPN;R  ;1LRFCB3  ;*;*;*;*;R;*;*;|134984
1835914|1|HPN;R  ;1LRFCC1  ;*;*;*;*;R;*;*;|134984
1835915|1|HPN;R  ;1LRFCC2A ;*;*;*;*;R;*;*;|134984
1835916|1|HPN;R  ;1LRFCC2B ;*;*;*;*;R;*;*;|134984
1835917|1|HPN;R  ;1LRFCD1  ;*;*;*;*;R;*;*;|134984
1835918|1|HPN;R  ;1LRFCD2A ;*;*;*;*;R;*;*;|134984
1835919|1|HPN;R  ;1LRFCD2B ;*;*;*;*;R;*;*;|134984
1835920|1|HPN;R  ;1LRFCD2C ;*;*;*;*;R;*;*;|134984
1835921|1|HPN;R  ;1LRG1    ;*;*;*;*;R;*;*;|134984
1835922|1|HPN;R  ;1LRG2    ;*;*;*;*;R;*;*;|134984
1835923|1|HPN;R  ;1LRHCE1  ;*;*;*;*;R;*;*;|134984
1835924|1|HPN;R  ;1LRHCE2  ;*;*;*;*;R;*;*;|134984
1835925|1|HPN;R  ;1LRHCE3  ;*;*;*;*;R;*;*;|134984
1835926|1|HPN;R  ;1LRHCE4  ;*;*;*;*;R;*;*;|134984
1835927|1|HPN;R  ;1LRHCF1  ;*;*;*;*;R;*;*;|134984
1835928|1|HPN;R  ;1LRHCF2  ;*;*;*;*;R;*;*;|134984
1835929|1|HPN;R  ;1LRHCF3  ;*;*;*;*;R;*;*;|134984
1835930|1|HPN;R  ;1LRHCF4  ;*;*;*;*;R;*;*;|134984
1835931|1|HPN;R  ;1LRHCF5  ;*;*;*;*;R;*;*;|134984
1835932|1|HPN;R  ;1LRHCF6  ;*;*;*;*;R;*;*;|134984
1835933|1|HPN;R  ;1LRHCF7  ;*;*;*;*;R;*;*;|134984
1835934|1|HPN;R  ;1LRA1    ;*;*;*;*;R;*;*;|134984
1848455|1|HPN;R  ;QR911    ;*;*;*;*;R;*;*;|134984
1848456|1|HPN;R  ;1K111Q   ;*;*;*;*;R;*;*;|134984
1848449|1|HPN;R  ;RL911    ;*;*;*;*;R;*;*;|134984
1848450|1|HPN;R  ;1K111O   ;*;*;*;*;R;*;*;|134984
1848451|1|HPN;R  ;1K111Q   ;*;*;*;*;R;*;*;|134984
1848452|1|HPN;R  ;QR911    ;*;*;*;*;R;*;*;|134984
1848453|1|HPN;R  ;RL911    ;*;*;*;*;R;*;*;|134984
1848454|1|HPN;R  ;1K111O   ;*;*;*;*;R;*;*;|134984
1848465|1|HPN;R  ;RL911    ;*;*;*;*;R;*;*;|134984
1848466|1|HPN;R  ;QR911    ;*;*;*;*;R;*;*;|134984
1848467|1|HPN;R  ;1K113O   ;*;*;*;*;R;*;*;|134984
1848479|1|HPN;R  ;QR911    ;*;*;*;*;R;*;*;|134984
1848480|1|HPN;R  ;1K115Q   ;*;*;*;*;R;*;*;|134984
1848481|1|HPN;R  ;RL911    ;*;*;*;*;R;*;*;|134984
1848482|1|HPN;R  ;1K115O   ;*;*;*;*;R;*;*;|134984
1848483|1|HPN;R  ;1K115Q   ;*;*;*;*;R;*;*;|134984
1848484|1|HPN;R  ;QR911    ;*;*;*;*;R;*;*;|134984
1848493|1|HPN;R  ;1K114Q   ;*;*;*;*;R;*;*;|134984
1848494|1|HPN;R  ;1K114O   ;*;*;*;*;R;*;*;|134984
1848495|1|HPN;R  ;1K111O   ;*;*;*;*;R;*;*;|134984
1848496|1|HPN;R  ;1K111Q   ;*;*;*;*;R;*;*;|134984
1848497|1|HPN;R  ;1K112O   ;*;*;*;*;R;*;*;|134984
1848498|1|HPN;R  ;1K116Q   ;*;*;*;*;R;*;*;|134984
1848499|1|HPN;R  ;1K113O   ;*;*;*;*;R;*;*;|134984
1848500|1|HPN;R  ;1K113Q   ;*;*;*;*;R;*;*;|134984
1848501|1|HPN;R  ;1K115O   ;*;*;*;*;R;*;*;|134984
1848502|1|HPN;R  ;1K115Q   ;*;*;*;*;R;*;*;|134984
1848503|1|HPN;R  ;1K116O   ;*;*;*;*;R;*;*;|134984
1848504|1|HPN;R  ;1K112Q   ;*;*;*;*;R;*;*;|134984
1848505|1|HPN;R  ;QR911    ;*;*;*;*;R;*;*;|134984
1848506|1|HPN;R  ;RL911    ;*;*;*;*;R;*;*;|134984
1848507|1|HPN;R  ;1K115Q   ;*;*;*;*;R;*;*;|134984
1848508|1|HPN;R  ;1K115O   ;*;*;*;*;R;*;*;|134984
1848509|1|HPN;R  ;1K111O   ;*;*;*;*;R;*;*;|134984
1848510|1|HPN;R  ;1K111Q   ;*;*;*;*;R;*;*;|134984
1848511|1|HPN;R  ;1K112O   ;*;*;*;*;R;*;*;|134984
1848512|1|HPN;R  ;1K116Q   ;*;*;*;*;R;*;*;|134984
1848513|1|HPN;R  ;1K113O   ;*;*;*;*;R;*;*;|134984
1848514|1|HPN;R  ;1K113Q   ;*;*;*;*;R;*;*;|134984
1848515|1|HPN;R  ;1K114O   ;*;*;*;*;R;*;*;|134984
1848516|1|HPN;R  ;1K114Q   ;*;*;*;*;R;*;*;|134984
1848517|1|HPN;R  ;1K116O   ;*;*;*;*;R;*;*;|134984
1848518|1|HPN;R  ;1K112Q   ;*;*;*;*;R;*;*;|134984
1848519|1|HPN;R  ;QR911    ;*;*;*;*;R;*;*;|134984
1848520|1|HPN;R  ;RL911    ;*;*;*;*;R;*;*;|134984
1848521|1|HPN;R  ;1K111O   ;*;*;*;*;R;*;*;|134984
1848522|1|HPN;R  ;1K112Q   ;*;*;*;*;R;*;*;|134984
1848523|1|HPN;R  ;1K111Q   ;*;*;*;*;R;*;*;|134984
1848524|1|HPN;R  ;1K112O   ;*;*;*;*;R;*;*;|134984
1848525|1|HPN;R  ;1K113O   ;*;*;*;*;R;*;*;|134984
1848526|1|HPN;R  ;1K114O   ;*;*;*;*;R;*;*;|134984
1848527|1|HPN;R  ;QR911    ;*;*;*;*;R;*;*;|134984
1848528|1|HPN;R  ;1K115O   ;*;*;*;*;R;*;*;|134984
1848529|1|HPN;R  ;1K115Q   ;*;*;*;*;R;*;*;|134984
1848530|1|HPN;R  ;1K116O   ;*;*;*;*;R;*;*;|134984
1848531|1|HPN;R  ;1K116Q   ;*;*;*;*;R;*;*;|134984
1848532|1|HPN;R  ;1K113Q   ;*;*;*;*;R;*;*;|134984
1848533|1|HPN;R  ;1K114Q   ;*;*;*;*;R;*;*;|134984
1848534|1|HPN;R  ;RL911    ;*;*;*;*;R;*;*;|134984
1848535|1|HPN;R  ;1K111O   ;*;*;*;*;R;*;*;|134984
1848536|1|HPN;R  ;1K112Q   ;*;*;*;*;R;*;*;|134984
1848537|1|HPN;R  ;1K111Q   ;*;*;*;*;R;*;*;|134984
1848538|1|HPN;R  ;1K112O   ;*;*;*;*;R;*;*;|134984
1848539|1|HPN;R  ;1K113O   ;*;*;*;*;R;*;*;|134984
1848540|1|HPN;R  ;1K113Q   ;*;*;*;*;R;*;*;|134984
1848541|1|HPN;R  ;QR911    ;*;*;*;*;R;*;*;|134984
1848542|1|HPN;R  ;1K115O   ;*;*;*;*;R;*;*;|134984
1664377|1|HPN;R  ;1K116Q   ;*;*;*;*;R;*;*;|134984
1664378|1|HPN;R  ;1K115Q   ;*;*;*;*;R;*;*;|134984
1664379|1|HPN;R  ;1K115O   ;*;*;*;*;R;*;*;|134984
1664380|1|HPN;R  ;1K116O   ;*;*;*;*;R;*;*;|134984
1664381|1|HPN;R  ;1K112Q   ;*;*;*;*;R;*;*;|134984
1664382|1|HPN;R  ;1K111Q   ;*;*;*;*;R;*;*;|134984
1664383|1|HPN;R  ;1K111O   ;*;*;*;*;R;*;*;|134984
1664384|1|HPN;R  ;1K112O   ;*;*;*;*;R;*;*;|134984
1664385|1|HPN;R  ;1K116Q   ;*;*;*;*;R;*;*;|134984
1664386|1|HPN;R  ;1K115Q   ;*;*;*;*;R;*;*;|134984
1664387|1|HPN;R  ;1K115O   ;*;*;*;*;R;*;*;|134984
1664388|1|HPN;R  ;1K116O   ;*;*;*;*;R;*;*;|134984
1664389|1|HPN;R  ;1K115O   ;*;*;*;*;R;*;*;|134984
1664390|1|HPN;R  ;1K116O   ;*;*;*;*;R;*;*;|134984
1664391|1|HPN;R  ;1K112O   ;*;*;*;*;R;*;*;|134984
1664392|1|HPN;R  ;1K111O   ;*;*;*;*;R;*;*;|134984
1664393|1|HPN;R  ;1K111Q   ;*;*;*;*;R;*;*;|134984
1664394|1|HPN;R  ;1K112Q   ;*;*;*;*;R;*;*;|134984
1664395|1|HPN;R  ;1K115Q   ;*;*;*;*;R;*;*;|134984
1664396|1|HPN;R  ;1K116Q   ;*;*;*;*;R;*;*;|134984
1664413|1|HPN;R  ;1K111O   ;*;*;*;*;R;*;*;|134984
1664414|1|HPN;R  ;1K116O   ;*;*;*;*;R;*;*;|134984
1664415|1|HPN;R  ;1K112O   ;*;*;*;*;R;*;*;|134984
1664416|1|HPN;R  ;1K115O   ;*;*;*;*;R;*;*;|134984
1664417|1|HPN;R  ;1K111Q   ;*;*;*;*;R;*;*;|134984
1664418|1|HPN;R  ;1K112Q   ;*;*;*;*;R;*;*;|134984
1664419|1|HPN;R  ;1K115Q   ;*;*;*;*;R;*;*;|134984
1664420|1|HPN;R  ;1K116Q   ;*;*;*;*;R;*;*;|134984
1664421|1|HPN;R  ;1K112O   ;*;*;*;*;R;*;*;|134984
1664422|1|HPN;R  ;1K111O   ;*;*;*;*;R;*;*;|134984
1664423|1|HPN;R  ;1K111Q   ;*;*;*;*;R;*;*;|134984
1664424|1|HPN;R  ;1K112Q   ;*;*;*;*;R;*;*;|134984
1664425|1|HPN;R  ;1K112O   ;*;*;*;*;R;*;*;|134984
1664426|1|HPN;R  ;1K111O   ;*;*;*;*;R;*;*;|134984
1664427|1|HPN;R  ;1K111Q   ;*;*;*;*;R;*;*;|134984
1664428|1|HPN;R  ;1K112Q   ;*;*;*;*;R;*;*;|134984
1664429|1|HPN;R  ;1K116O   ;*;*;*;*;R;*;*;|134984
1664430|1|HPN;R  ;1K115O   ;*;*;*;*;R;*;*;|134984
1664431|1|HPN;R  ;1K115Q   ;*;*;*;*;R;*;*;|134984
1664432|1|HPN;R  ;1K116Q   ;*;*;*;*;R;*;*;|134984
1664437|1|HPN;R  ;1K116O   ;*;*;*;*;R;*;*;|134984
1664438|1|HPN;R  ;1K115O   ;*;*;*;*;R;*;*;|134984
1664439|1|HPN;R  ;1K115Q   ;*;*;*;*;R;*;*;|134984
1664440|1|HPN;R  ;1K116Q   ;*;*;*;*;R;*;*;|134984
1664441|1|HPN;R  ;1K111O   ;*;*;*;*;R;*;*;|134984
1664442|1|HPN;R  ;1K116O   ;*;*;*;*;R;*;*;|134984
1664443|1|HPN;R  ;1K112O   ;*;*;*;*;R;*;*;|134984
1664444|1|HPN;R  ;1K115O   ;*;*;*;*;R;*;*;|134984
1664445|1|HPN;R  ;1K111Q   ;*;*;*;*;R;*;*;|134984
1664446|1|HPN;R  ;1K112Q   ;*;*;*;*;R;*;*;|134984
1664447|1|HPN;R  ;1K115Q   ;*;*;*;*;R;*;*;|134984
1664448|1|HPN;R  ;1K116Q   ;*;*;*;*;R;*;*;|134984
1664449|1|HPN;R  ;1K111O   ;*;*;*;*;R;*;*;|134984
1664450|1|HPN;R  ;1K116O   ;*;*;*;*;R;*;*;|134984
1664451|1|HPN;R  ;1K112O   ;*;*;*;*;R;*;*;|134984
1664452|1|HPN;R  ;1K115O   ;*;*;*;*;R;*;*;|134984
1664453|1|HPN;R  ;1K111Q   ;*;*;*;*;R;*;*;|134984
1664454|1|HPN;R  ;1K112Q   ;*;*;*;*;R;*;*;|134984
1664455|1|HPN;R  ;1K115Q   ;*;*;*;*;R;*;*;|134984
1664456|1|HPN;R  ;1K116Q   ;*;*;*;*;R;*;*;|134984
1664457|1|HPN;R  ;1K116O   ;*;*;*;*;R;*;*;|134984
1664458|1|HPN;R  ;1K115O   ;*;*;*;*;R;*;*;|134984
1664459|1|HPN;R  ;1K115Q   ;*;*;*;*;R;*;*;|134984
1664460|1|HPN;R  ;1K116Q   ;*;*;*;*;R;*;*;|134984
1664461|1|HPN;R  ;1K116O   ;*;*;*;*;R;*;*;|134984
